total_samples,total_features,class_distribution,feature_names,processing_date
318,193,"{'ampul': 40, 'gloves': 40, 'IV-tube': 40, 'kapas': 40, 'masker': 40, 'perban': 40, 'suntik': 40, 'skalpels': 38}","['aspect_ratio', 'area', 'perimeter', 'circularity', 'solidity', 'hu_moment_1', 'hu_moment_2', 'hu_moment_3', 'hu_moment_4', 'hu_moment_5', 'hu_moment_6', 'hu_moment_7', 'lbp_hist_1', 'lbp_hist_2', 'lbp_hist_3', 'lbp_hist_4', 'lbp_hist_5', 'lbp_hist_6', 'lbp_hist_7', 'lbp_hist_8', 'lbp_hist_9', 'lbp_hist_10', 'lbp_hist_11', 'lbp_hist_12', 'lbp_hist_13', 'lbp_hist_14', 'lbp_hist_15', 'lbp_hist_16', 'lbp_hist_17', 'lbp_hist_18', 'lbp_hist_19', 'lbp_hist_20', 'lbp_hist_21', 'lbp_hist_22', 'lbp_hist_23', 'lbp_hist_24', 'lbp_hist_25', 'lbp_hist_26', 'hog_mean', 'hog_std', 'hog_median', 'hog_min', 'hog_max', 'hog_feature_1', 'hog_feature_2', 'hog_feature_3', 'hog_feature_4', 'hog_feature_5', 'hog_feature_6', 'hog_feature_7', 'hog_feature_8', 'hog_feature_9', 'hog_feature_10', 'hog_feature_11', 'hog_feature_12', 'hog_feature_13', 'hog_feature_14', 'hog_feature_15', 'hog_feature_16', 'hog_feature_17', 'hog_feature_18', 'hog_feature_19', 'hog_feature_20', 'hog_feature_21', 'hog_feature_22', 'hog_feature_23', 'hog_feature_24', 'hog_feature_25', 'hog_feature_26', 'hog_feature_27', 'hog_feature_28', 'hog_feature_29', 'hog_feature_30', 'hog_feature_31', 'hog_feature_32', 'hog_feature_33', 'hog_feature_34', 'hog_feature_35', 'hog_feature_36', 'hog_feature_37', 'hog_feature_38', 'hog_feature_39', 'hog_feature_40', 'hog_feature_41', 'hog_feature_42', 'hog_feature_43', 'hog_feature_44', 'hog_feature_45', 'hog_feature_46', 'hog_feature_47', 'hog_feature_48', 'hog_feature_49', 'hog_feature_50', 'hog_pixel_1', 'hog_pixel_2', 'hog_pixel_3', 'hog_pixel_4', 'hog_pixel_5', 'hog_pixel_6', 'hog_pixel_7', 'hog_pixel_8', 'hog_pixel_9', 'hog_pixel_10', 'hog_pixel_11', 'hog_pixel_12', 'hog_pixel_13', 'hog_pixel_14', 'hog_pixel_15', 'hog_pixel_16', 'hog_pixel_17', 'hog_pixel_18', 'hog_pixel_19', 'hog_pixel_20', 'hog_pixel_21', 'hog_pixel_22', 'hog_pixel_23', 'hog_pixel_24', 'hog_pixel_25', 'hog_pixel_26', 'hog_pixel_27', 'hog_pixel_28', 'hog_pixel_29', 'hog_pixel_30', 'hog_pixel_31', 'hog_pixel_32', 'hog_pixel_33', 'hog_pixel_34', 'hog_pixel_35', 'hog_pixel_36', 'hog_pixel_37', 'hog_pixel_38', 'hog_pixel_39', 'hog_pixel_40', 'hog_pixel_41', 'hog_pixel_42', 'hog_pixel_43', 'hog_pixel_44', 'hog_pixel_45', 'hog_pixel_46', 'hog_pixel_47', 'hog_pixel_48', 'hog_pixel_49', 'hog_pixel_50', 'hog_pixel_51', 'hog_pixel_52', 'hog_pixel_53', 'hog_pixel_54', 'hog_pixel_55', 'hog_pixel_56', 'hog_pixel_57', 'hog_pixel_58', 'hog_pixel_59', 'hog_pixel_60', 'hog_pixel_61', 'hog_pixel_62', 'hog_pixel_63', 'hog_pixel_64', 'hog_pixel_65', 'hog_pixel_66', 'hog_pixel_67', 'hog_pixel_68', 'hog_pixel_69', 'hog_pixel_70', 'hog_pixel_71', 'hog_pixel_72', 'hog_pixel_73', 'hog_pixel_74', 'hog_pixel_75', 'hog_pixel_76', 'hog_pixel_77', 'hog_pixel_78', 'hog_pixel_79', 'hog_pixel_80', 'hog_pixel_81', 'hog_pixel_82', 'hog_pixel_83', 'hog_pixel_84', 'hog_pixel_85', 'hog_pixel_86', 'hog_pixel_87', 'hog_pixel_88', 'hog_pixel_89', 'hog_pixel_90', 'hog_pixel_91', 'hog_pixel_92', 'hog_pixel_93', 'hog_pixel_94', 'hog_pixel_95', 'hog_pixel_96', 'hog_pixel_97', 'hog_pixel_98', 'hog_pixel_99', 'hog_pixel_100']",2025-06-11 00:15:53
